enlace,me_gusta,Publicacion,descripcion,ID_Comentario,Usuario,Texto_Comentario,Cantidad_Likes,Tema_Principal,Sentimiento,Subtema_o_Keyword,Es_Respuesta_A
,,334,,C25,bell.alighieri,Filti sigiridid y los mismos estudiantes que comparten sus constancias de ingreso como si nada a cualquiera?,3,Crítica a Estudiantes por Compartir Acceso,Negativo/Acusación y Frustración,Critica a estudiantes por compartir sus credenciales,-
,,334,,C26,(no visible),"@bell.alighieri por eso, no deberían pedir constancia sino que les enseñen el SUM",(no visible),Sugerencia Alternativa,Negativo/Crítica Constructiva,Sugiere que pidan ver la app SUM en lugar de una constancia,C25
,,334,,C27,jhefry11oficial,Y si mejor hacen deporte y dejan de joderse el hígado?,21,Crítica al Estilo de Celebración,Negativo/Crítica y Sugerencia,Critica el consumo de alcohol y sugiere deporte,-
,,334,,C28,(no visible),@jhefry11oficial tienes razón,1,Concordancia,Positivo/Concordancia,Está de acuerdo con la crítica,C27
,,334,,C29,darlex126,@jhefry11oficial uno se puede divertir sin necesidad de tomar amiguito,2,Réplica Defendiendo la Diversión Sana,Positivo/Argumentativo,Defiende que se puede divertir sin alcohol,C27
,,334,,C30,(no visible),@darlex126 hazte famoso 👻,(no visible),Comentario Juguetón,Positivo/Humor,Le dice que se haga famoso (broma),C29
,,334,,C31,its_amonra,@its_amonra fui ps jaja,(no visible),Autoconfesión de Asistencia,Positivo/Humor,Confiesa que sí fue (posiblemente como externo),-
,,334,,C32,(no visible),una vez más y para que entiendas: ERA SOLO PARA SAN MARQUINOS @tioconfe_,3,Llamado de Atención Directo a un Influencer,Negativo/Señalamiento y Enfado,Reprende directamente a un influencer por promover la asistencia externa,-
,,334,,C33,(no visible),PERO EL PRIMERO QUE SALE ES DE VILLA JAJAJAJAAJAJJAJA,3,Comentario sobre Origen de un Asistente,Positivo/Humor y Señalamiento,Señala y se burla del origen de alguien en el video,-
,,334,,C34,renatoblanco_30,"@renatoblanco_30 así son? Safo, ñofi, no deseo, duplícaselo al siguiente",1,Automención con Jerga (posiblemente negativa),Neutral/Ambiguo (jerga),Usa jerga possibly referida a la situación,-
,,334,,C35,(no visible),@tioconfe_ anota sanaz0,(no visible),Comentario Dirigido al Influencer,Negativo/Advertencia o Broma,"Le dice al influencer que ""anote"" algo (""sanaz0"")",-
https://www.instagram.com/p/DJc4ZaPPr0X/,331,335,"¡Felicitaciones!

El instituto Rey Sejong Lima @institutosejong_lima extiende su más sincera felicitación a la Universidad Nacional Mayor de San Marcos por su 474.º aniversario de fundación. Expresamos nuestro profundo respeto y agradecimiento a esta prestigiosa institución, que a lo largo de su extensa historia ha mantenido con firmeza su pasión y compromiso con la educación.

¡Sigamos trabajando juntos!",C1,(Anónimo),"Corazón san markitos, chinita que enamora :v",0,Expresión Cultural/Afecto,Positivo/Humorístico,Identidad/Argot limeño,-
,,335,,C2,(Anónimo),❤️❤️❤️,2,Afirmación/Emoción,Positivo,Apoyo/Agrado,-
,,335,,C3,(Anónimo),❤️,0,Afirmación/Emoción,Positivo,Apoyo/Agrado,-
,,335,,C4,(Anónimo),🤍🤍🤍🤍,3,Afirmación/Emoción,Positivo,Apoyo/Agrado,-
,,335,,C5,(Anónimo),❤️❤️❤️❤️,3,Afirmación/Emoción,Positivo,Apoyo/Agrado,-
,,335,,C6,sarolu30,Orgullosa de ser SanMarquina. Gracias por el saludo. Brindan clases al público?,3,Consulta de Servicios,Positivo/Interesado,Información cursos,-
,,335,,C7,institutosejong_lima,"@sarolu30 Buenos días, instituto Rey Sejong está abierto para todos. Cualquier info nos escribe al +51 928 230 839. Gracias😊",N/A,Respuesta Institucional,Positivo/Útil,Contacto/Información,C6
https://www.instagram.com/p/DJc220JPOTH/,138,336,"Beatriz Merino, expresidenta del Consejo de Ministros, envía un afectuoso saludo a la Universidad Nacional Mayor de San Marcos en su 474° aniversario, reconociendo a la universidad Decana de América por formar generaciones de líderes comprometidos con el progreso del país.",,,,,,,,
https://www.instagram.com/p/DJctU07PJIP/?img_index=1,3252,337,"💃🕺 ¡La tradición y el talento se hacen danza en San Marcos! 🎉

Con alegría y energía, 18 elencos de 14 facultades, junto a 4 campeones anteriores, compiten por los trofeos de campeón y campeón de campeones en el XXVII Festival de Folklore Interfacultades de Danza UNMSM 2025.

*¡Categoría Campeón!*
Felicidades a las facultades que se llevaron el podio en esta gran jornada de talento y cultura:

1. Facultad de Ciencias Económicas UNMSM🥇
2. Facultad de Medicina San Fernando UNMSM OFICIAL 🥈
3. Facultad de Ciencias Contables 🥉

*¡Categoría Campeón de Campeones!*
Un reconocimiento especial a las facultades que brillaron con luz propia en esta edición:

1. Facultad de Educación 🏆✨
2. Facultad de Farmacia y Bioquímica 🥈🧪
3. Facultad de Ingeniería de Sistemas e Informática 🥉💻

🎭 Cultura, identidad y pasión sanmarquina en cada paso.

#FestivalDeFolkloreUNMSM #SanMarcosBaila #OrgulloSanmarquino #DanzaUNMSM",C1,(Anónimo),Viva la facultad de Administración ❤️😍 mi primera casita los amo ❤️,0,Apoyo/Orgullo Facultad,Positivo/Afectuoso,Facultad de Administración,-
,,337,,C2,(Anónimo),"No es muy funcional hacer el interfacultades de danza dentro del horario laboral, ya no es un show masivo y lamentablemente se baja mucho el nivel de la competencia. Me parece muy lindo q bajen otras universidades a saludar a la SM, deberían hacer el inter universidades antes del interfacus. Todo el mundo sabe q se tiene q quedar hasta tarde ese día. Gastar menos dinero en el tono y meterle más inversión al interfacultades sería muy productivo.",0,Crítica Constructiva/Logística,Negativo/Reflexivo,"Organización del evento, Inversión",-
,,337,,C3,(Anónimo),@el_mr._gabo representando a EPIATT ❤️‍🩹,0,Apoyo Personal/Mención,Positivo/Animoso,Mencionar a participante,-
https://www.instagram.com/p/DJcaEH7PdJ9/,434,338,"🎉 ¡Alístate para poguear con @40gramosoficial! 🎶 Este sábado 10, no te pierdas la verbena de celebración por los 474 años de la Decana de América. ¡Una fiesta que no te puedes perder! 🔥🎸 #SanMarcos474Años #VerbenaSanmarquina",C1,(Anónimo),GOOOOOOO,0,Expresión de Entusiasmo,Positivo/Emocionado,"Animo, Asistencia",-
,,338,,C2,(Anónimo),@esmecasv @estefani.buendia @shamely_herrera go oki,0,Invitación/Coordinación,Positivo/Colaborativo,"Menciones, Plan grupal",C1
,,338,,C3,(Anónimo),Go?,0,Consulta/Confirmación,Neutral/Interrogativo,Confirmar significado,C1
https://www.instagram.com/p/DJcElctR3f7/,2826,339,"📢 COMUNICADO IMPORTANTE A LA COMUNIDAD SANMARQUINA

La Universidad Nacional Mayor de San Marcos informa a toda la comunidad universitaria y al público en general los lineamientos vigentes de ingreso y permanencia en nuestras instalaciones, los cuales deben cumplirse de manera estricta para garantizar la seguridad de las personas y la protección del patrimonio institucional.

⚠️ Se exhorta el cumplimiento estricto de estos lineamientos para el bienestar de toda la comunidad sanmarquina.

#ComunicadoUNMSM #SeguridadSanmarquina #NormasDeIngreso #UNMSM #CiudadUniversitari",C1,(Anónimo),Ya pero que la gente que está revisando mochilas ahora sea parte de su personal y que estén uniformados correctamente. O han contratado matones de nuevo?,73,Crítica a la Seguridad,Negativo/Denuncia,"Personal de seguridad, Uniformes",-
,,339,,C2,(Anónimo),@violettttttttttt.18 no le conviene,0,Advertencia/Consejo,Negativo/Cauteloso,Comentario personal,C1
,,339,,C3,(Anónimo),"Tmre, tio confe pq rotaste la info secreta 😭",0,Crítica/Conflicto Interno,Negativo/Jocoso,Filtración de información,C1
,,339,,C4,(Anónimo),@blackthorn_5 mira,1,Compartir Información,Neutral,Mencionar a usuario,C1
,,339,,C5,(Anónimo),"están vendiendo constancias de ingreso y están cobrando entradas, atento a ello y el año pasado hubieron robos y disturbios, esta celebración es para San marquinos y egresados, nada q gente de otros lugares",17,Denuncia de Irregularidades,Negativo/Preocupado,"Corrupción, Robos, Exclusividad",-
,,339,,C6,(Anónimo),@kynthos. exacto!,0,Apoyo/Afirmación,Positivo/Concordante,Afirmar denuncia,C5
,,339,,C7,(Anónimo),"Ta bien, no colados",22,Apoyo a las Normas,Positivo/Concordante,Control de ingreso,-
,,339,,C8,(Anónimo),"@marce_soto21 Cachimbo, cree que la gente no va pasar.",11,Desafío/Escéptico,Negativo/Desafiante,Eficacia del control,C7
,,339,,C9,(Anónimo),@elvisvargasll ok dinosaurio,4,Descalificación Personal,Negativo/Despectivo,Insulto generacional,C8
,,339,,C10,(Anónimo),@marce_soto21 sanazo.,17,Crítica/Desprecio,Negativo/Despectivo,Insulto intrauniversitario,C7
,,339,,C11,(Anónimo),@marce_soto21 uyyy Pero como sea van a colarse justo hoy hay un evento en la FIEE pucha,0,Pesimismo/Confirmación,Negativo/Resignado,Inevitabilidad de colados,C7
,,339,,C12,(Anónimo),@marce_soto21 mas sanazo eres bro siempre están la gente de otras universidades.,0,Crítica/Realidad,Negativo/Acrítico,Presencia externa,C7
,,339,,C13,(Anónimo),@marce_soto21 los colados hicieron mas top la verbena,1,Opinión Contraria,Positivo/Alegre,Beneficio de los colados,C7
,,339,,C14,(Anónimo),"Deberían contratar un service como en la CATÓLICA, esa si es seguridad",17,Propuesta/Comparación,Negativo/Crítico,Modelo de seguridad PUCP,-
,,339,,C15,(Anónimo),"Si no es más deberían concesionar la seguridad d la universidad que tiene de malo, como en la Católica pero claro la FUSM van a llorar, aunque les duela la rectora se queda",1,Propuesta/Polémica,Negativo/Confrontativo,"Concesión, FUSM, Rectora",-
,,339,,C16,(Anónimo),"@jorge.arm7 exacto, el cáncer de san Marcos es su gente de izquierda que todo lo quiere para su “pueblo” y reclamando boludeces y jodiendo a la imagen de la universidad en el alumno y egresado",0,Crítica Ideológica,Negativo/Agresivo,"Crítica política, Izquierda",C15
,,339,,C17,(Anónimo),Zzzz,0,Desinterés,Negativo/Aburrido,Indiferencia,-
,,339,,C18,(Anónimo),😂😂😂😂😂,0,Burla/Risa,Negativo/Burlón,Sarcasmo,-
,,339,,C19,(Anónimo),Los de terno que estaban en las puertas “cuidado “ dejaban pasar a cualquier persona solo con DNI.,0,Denuncia de Ineficacia,Negativo/Crítico,Permisividad del personal,-
,,339,,C20,(Anónimo),"La verbena que sea solo para sanmarquinos, si otros quieren ir a la verbena, que primero alcancen su vacante",0,Opinión Exclusivista,Negativo/Excluyente,Exclusividad del evento,-
,,339,,C21,(Anónimo),Hagan lo mismo cuando quieran alojar vándalos dentro del campus,0,Crítica por Doble Rasero,Negativo/Irónico,"Inconsistencia, Vándalos",-
,,339,,C22,(Anónimo),"Cómo voy a disfrutar cuando pase una desgracia y los alumnos sean los primeros en reclamar seguridad , cuando los mismos alumnos incumplas las normas y lineamientos 😂😂😂",22,Crítica a la Hipocresía,Negativo/Irónico,Doble estándar de alumnos,-
,,339,,C23,(Anónimo),Por que piden abrir la mochila?,2,Consulta,Neutral/Pregunta,Procedimiento de seguridad,-
,,339,,C24,(Anónimo),"@leo_chigne1204 por seguridad , para que no puedan hacer que ingresen armas , productos prohibidos , etc",9,Explicación/Justificación,Positivo/Informativo,Razón del procedimiento,C23
,,339,,C25,(Anónimo),"Oyeee no digas eso aunque es verdad esos monces de la FUSM de todo lloran haaaa Pero cuando hay algo de inseguridad hasta para eso joden, ya",1,Crítica a la FUSM,Negativo/Frustrado,Quejas de la FUSM,C15 o C16
,,339,,C26,(Anónimo),No inviten a publico en general AYER ESTUVO ABARROTADO,0,Queja por Saturación,Negativo/Molesto,"Exceso de aforo, Exclusividad",-
,,339,,C27,(Anónimo),Se ve que la rectora no vela por la seguridad de los estudiantes que no pone mano dura en la seguridad de universidad.,0,Crítica a la Rectora,Negativo/Acusatorio,Responsabilidad de la rectora,-
https://www.instagram.com/p/DJb4pyMx8oq/,995,340,"🎶Esto se pone bueno🕺🏻

🎉 ¡Hoy 09 de mayo, @tommy_portugal estará en la verbena por el 474° aniversario de la Decana de América! 🎶 No te lo pierdas. #SanMarcos474Años",C1,(Anónimo),buena makanaky👏👏👏,16,Apreciación/Comentario Cultural,Positivo/Animoso,"Referencia musical, Aplausos",-
,,340,,C2,(Anónimo),Daaa,0,Expresión de Asombro/Emoción,Positivo/Sorprendido,Emoción breve,-
,,340,,C3,(Anónimo),@jhoss_tasayco 👀,0,Mencionar/Señalar,Neutral/Atento,Llamar la atención,-
,,340,,C4,(Anónimo),q yicooo 🗣️,0,Expresión de Entusiasmo,Positivo/Emocionado,Jerga de ánimo,-
https://www.instagram.com/p/DJaxYG8NKtp/,4242,341,"Amigos de San Marcos, este viernes 09 de Mayo, previo al día de la madre ❤️ estaremos en la UNMSM🎸🎸 para un show brutal, desde las 4pm. En lo que será la celebración de los 474 ANIVERSARIO de fundación de la Décana de América.

#PLAZAFRAYMARTIN

Nos vemos a partir de las 4pm 🎸🇵🇪🎸

#6voltios #sanmarcos #punkrock #rockperuano #unmsm",C1,(Anónimo),Alguien sabe a qué hora tocará afrodisíaco?,1,Consulta de Horario,Neutral/Pregunta,"Banda ""Afrodisíaco""",-
,,341,,C2,(Anónimo),@ibx_camxs 11 de la noche maso,0,Respuesta/Información,Neutral/Informativo,Hora aproximada,C1
,,341,,C3,(Anónimo),Algún san Marquino bondadoso que me haga pasar junto con 2 amigos más.,17,Solicitud de Ingreso,Positivo/Solicitante,"Colarse, Pasar sin ser alumno",-
,,341,,C4,(Anónimo),"@alberto.cruz111 si pero no soy san Maquino ):, piden QR o algo? O identificación?",0,Consulta de Requisitos,Neutral/Pregunta,Procedimiento de ingreso,C3
,,341,,C5,(Anónimo),@alberto.cruz111 Graciass manoo,1,Agradecimiento,Positivo/Agradecido,-,C4
,,341,,C6,(Anónimo),"@juliotaraz2002 partida de nacimiento y tu carnet de vacunación con todas tus vacunas al dia, manito",5,Respuesta Sarcástica,Negativo/Sarcástico,Burocracia exagerada,C4
,,341,,C7,(Anónimo),@loya.lty7711 JAJJAJAJAJAJA,0,Reacción de Risa,Positivo/Divertido,Risas,C6
,,341,,C8,(Anónimo),Muy temprano para una gran banda,6,Opinión sobre la Hora,Negativo/Crítico,Horario temprano,-
,,341,,C9,(Anónimo),Que fuaaa 4 y nadaaaaaaaaaa,0,Queja por Demora,Negativo/Impaciente,"Retraso, Inicio puntual",-
,,341,,C10,(Anónimo),@markoalvaradoquispe por qué número de puerta se ingresa ?,0,Consulta de Acceso,Neutral/Pregunta,Puerta de ingreso,-
,,341,,C11,(Anónimo),@a.ndres22 creo que han estado ingresando por la 2 y 7,0,Respuesta/Información,Neutral/Informativo,Puertas específicas,C10
,,341,,C12,(Anónimo),A qué hora tocarán,1,Consulta de Horario,Neutral/Pregunta,Hora del show,-
,,341,,C13,(Anónimo),Y río? Xqqqq???,3,Consulta sobre Banda Ausente,Negativo/Desconcertado,"Ausencia de banda ""Río""",-
,,341,,C14,(Anónimo),A qué hora se presentan?????,0,Consulta de Horario,Neutral/Urgente,Hora del show,-
,,341,,C15,(Anónimo),🔥,0,Expresión de Entusiasmo,Positivo/Emocionado,-,-
,,341,,C16,(Anónimo),A qué hora se presentannnn,1,Consulta de Horario,Neutral/Urgente,Hora del show,-
,,341,,C17,6voltiosperu,"@nicolespnz a partir de las 4pm, tocamos temprano ⚡️",31,Respuesta Oficial (Banda),Positivo/Informativo,Confirmación horario,C14
,,341,,C18,(Anónimo),@6voltiosperu hora exacta para caer 🥹,0,Solicitud de Precisión,Neutral/Solicitante,Hora exacta,C17
,,341,,C19,(Anónimo),@6voltiosperu ni que fuera matiné,0,Queja Sarcástica,Negativo/Sarcástico,Horario temprano,C17
,,341,,C20,(Anónimo),a que hora tocan ustedes???😢,3,Consulta de Horario,Positivo/Ansioso,Hora del show (a la banda),-
,,341,,C21,(Anónimo),@nu.roooy ellos creo que inician a las 4,1,Respuesta/Información,Neutral/Informativo,Hora aproximada,C20
,,341,,C22,(Anónimo),"@yeidvaal :""v",1,Expresión de Emoción,Neutral/Desilusionado,Desilusión,C21
,,341,,C23,6voltiosperu,"@nu.roooy a partir de las 4pm, tocamos temprano ⚡️",7,Respuesta Oficial (Banda),Positivo/Informativo,Confirmación horario,C20
,,341,,C24,(Anónimo),@6voltiosperu 4 en punto? Confirmen,0,Solicitud de Confirmación,Neutral/Solicitante,Confirmación puntual,C23
,,341,,C25,(Anónimo),@yeidvaal casi las 4 y nada,0,Queja por Demora,Negativo/Impaciente,Retraso,C22
,,341,,C26,(Anónimo),@mari.m.ruiz,1,Mencionar/Señalar,Neutral,Llamar la atención,-
,,341,,C27,(Anónimo),Ya salgan p hace rato,1,Exhortación/Impaciencia,Negativo/Impaciente,Demora en empezar,-
,,341,,C28,(Anónimo),Por que parte se entra que puerts,0,Consulta de Acceso,Neutral/Pregunta,Puerta de ingreso,-
,,341,,C29,(Anónimo),Que número d puerta se ingresa,0,Consulta de Acceso,Neutral/Pregunta,Puerta de ingreso,-
,,341,,C30,(Anónimo),A qué hora se presentaaan 🔥🔥,1,Consulta de Horario,Positivo/Emocionado,Hora del show,-
,,341,,C31,6voltiosperu,"@fabrizzz_mr a partir de las 4pm, tocamos temprano ⚡️",1,Respuesta Oficial (Banda),Positivo/Informativo,Confirmación horario,C30
,,341,,C32,(Anónimo),FALTA AMEN T:T,0,Comentario sobre Banda Ausente,Negativo/Desilusionado,"Ausencia de banda ""Amen""",-
